candidate_id,title,authors,year,venue,doi,url,pdf_url,topic,source,source_type,venue_tier,source_trust,query,auto_relevance_score,auto_relevance_label,category,relevance_reason,practical_relevance,practical_evidence_needed,reading_status,access_status,metadata_confidence,added_at,first_seen_at,last_seen_at,source_updated_at,discovery_run_id,status,human_decision,notion_status,zotero_key
efd96ad8adb4,Drone Remote Identification Protocol (DRIP) Requirements,Adam Wiethuechter; Stuart W. Card; Andrei Gurtov; Robert Moskowitz,2020,,,https://openalex.org/W3012690361,,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,drone remote identification,4,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2025-11-06T04:12:42.849631,discovery-20260529T095620Z,,,,
c0b3d8a260bb,Formal Verification and Security Assessment of the Drone Remote Identification Protocol,Suleman Khan; Gurjot Singh Gaba; Felipe Boeira; Andrei Gurtov,2024,,10.1109/uvs59630.2024.10467159,https://openalex.org/W4392982001,,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,drone remote identification,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2025-12-21T23:12:01.093139,discovery-20260529T095620Z,,,,
09deabfc9a7d,Person identification from aerial footage by a remote-controlled drone,Markus Bindemann; Matthew C. Fysh; Sophie S. K. Sage; Kristina Douglas; Hannah M. Tummon,2017,Scientific Reports,10.1038/s41598-017-14026-3,https://openalex.org/W2763986402,https://www.nature.com/articles/s41598-017-14026-3.pdf,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,drone remote identification,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2026-05-21T06:26:12.895304,discovery-20260529T095620Z,,,,
3bc7c7fba5dc,<i>A</i> <sup>2</sup> <i>RID</i>—Anonymous Direct Authentication and Remote Identification of Commercial Drones,Eva Wisse; Pietro Tedeschi; Savio Sciancalepore; Roberto Di Pietro,2023,IEEE Internet of Things Journal,10.1109/jiot.2023.3240477,https://openalex.org/W4320015873,https://arxiv.org/pdf/2210.11743,remote_id_broadcast_capacity,openalex,academic_paper,strong,medium,drone remote identification,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2026-05-20T08:49:12.498775,discovery-20260529T095620Z,,,,
4ed08320e159,Survey on Worldwide Implementation of Remote Identification and Discussion on Drone Identification in China,Zihe He; Tian Wen Tan,2021,2021 IEEE 3rd International Conference on Civil Aviation Safety and Information Technology (ICCASIT),10.1109/iccasit53235.2021.9633559,https://openalex.org/W4200244287,,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,drone remote identification,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2026-01-24T23:23:39.755997,discovery-20260529T095620Z,,,,
c97908257d70,A Low-Power Remote Identification Module for Drones,Sondos Alshamsi; Mariam Yousif Alhashmi; Kais Belwafi; Abdulhadi Shoufan,2023,,10.1109/iscas46773.2023.10181592,https://openalex.org/W4385080164,,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,drone remote identification,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2026-04-22T08:38:42.863108,discovery-20260529T095620Z,,,,
4d4f296db36a,A Preliminary Study and Implementing Algorithm Using Finite State Automaton for Remote Identification of Drones,Charalampos Koulouris; Dimitrios Piromalis; Izzat Al‐Darraji; Georgios Tsaramirsis; Mu’azu Jibrin Musa; Panagiotis Papageorgas,2023,Applied Sciences,10.3390/app13042345,https://openalex.org/W4320493319,https://www.mdpi.com/2076-3417/13/4/2345/pdf?version=1676253857,remote_id_broadcast_capacity,openalex,academic_paper,top,medium,drone remote identification,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:07+00:00,,2026-05-29T09:57:51+00:00,2026-05-21T06:26:12.895304,discovery-20260529T095620Z,,,,
a35f5684e433,Detect and Avoid (DAA) with Broadcast Remote ID (RID),Aashay S. Shah; Wentao Chen; Jun Ho; Samuel Jawhar; Tiantian Lu; Mengjie Xie; Pengfei Yan; Peter J. Burke,2026,IEEE Aerospace and Electronic Systems Magazine,10.1109/maes.2026.3668143,https://openalex.org/W7131452642,,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,broadcast remote ID,2,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:12+00:00,,,,,,,,
9d63921f2f1c,Low Altitude Situational Awareness Enhancement using Remote ID Broadcasted from small UAS,Daisuke Kubo; Atsushi Osedo; Ippei Yasui,2020,AIAA AVIATION 2020 FORUM,10.2514/6.2020-2867,https://openalex.org/W3034217503,,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,broadcast remote ID,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:12+00:00,,,,,,,,
15b8a9dcc2ba,Detect and Avoid (DAA) with Broadcast Remote ID (RID),Aashay S Shah; Wentao Chen; Jason Ho; Samuel Jawhar; Tiantian Lu; Mengjie Xie; Pengfei Yan; Peter J. Burke,2025,,10.36227/techrxiv.173933110.04433959/v1,https://openalex.org/W4407360101,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.173933110.04433959,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,broadcast remote ID,2,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:12+00:00,,,,,,,,
97281f831717,"UAS Traffic Management Communications: The Legacy of ADS-B, New Establishment of Remote ID, or Leverage of ADS-B-Like Systems?",Neno Ruseno; Chung-Yan Lin; Shih‐Cheng Chang,2022,Drones,10.3390/drones6030057,https://openalex.org/W4213095577,https://www.mdpi.com/2504-446X/6/3/57/pdf?version=1645696054,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,broadcast remote ID,4,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:12+00:00,,,,,,,,
b59dc674c5e9,Optimized Link State Routing Protocol (OLSR),"Thomas Clausen; Philippe Jacquet; Adjih, Cédric; Laouiti, Anis; Minet, Pascale; Mühlethaler, Paul; Qayyum, Amir; Viennot, Laurent",2003,,10.17487/rfc3626,https://openalex.org/W1549535141,https://www.rfc-editor.org/rfc/pdfrfc/rfc3626.txt.pdf,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,broadcast remote ID,2,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:12+00:00,,,,,,,,
a411e95cfd8a,Trustworthy Device Identifiers For Unmanned Aircraft and Other Mobile Things,Robert Moskowitz; Stuart W. Card; Adam Wiethuechter; Suleman Khan; Andrei Gurtov,2024,,10.1109/uvs59630.2024.10467167,https://openalex.org/W4392981864,,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,broadcast remote ID,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:12+00:00,,,,,,,,
63c5510cd4ee,Real-Time UAV Trajectory Prediction for UTM Surveillance Using Machine Learning,Neno Ruseno; Chung-Yan Lin,2024,Unmanned Systems,10.1142/s230138502550030x,https://openalex.org/W4391815999,,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,broadcast remote ID,3,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-28T09:33:12+00:00,,,,,,,,
7d3e75b39877,Hyperledger fabric,Elli Androulaki; Artem Barger; Vita Bortnikov; Christian Cachin; Konstantinos Christidis; Angelo De; David Enyeart; Christopher Ferris; Gennady Laventman; Yacov Manevich; S. Muralidharan; Chet Murthy; Binh Nguyen; Manish Sethi; Gari Singh; Keith Smith; Alessandro Sorniotti; Chrysoula Stathakopoulou; Marko Vukolić; Sharon Weed Cocco; Jason Yellick,2018,,10.1145/3190508.3190538,https://openalex.org/W4300127641,https://dl.acm.org/doi/pdf/10.1145/3190508.3190538,remote_id_broadcast_capacity,openalex,academic_paper,unknown,medium,broadcast remote ID,2,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:12+00:00,,,,,,,,
fb0cb98b91b5,A General Method for Tracking Analysis and Its Application to Meteorological Data,Kevin I. Hodges,1994,Monthly Weather Review,10.1175/1520-0493(1994)122<2573:agmfta>2.0.co;2,https://openalex.org/W2084439524,https://journals.ametsoc.org/downloadpdf/journals/mwre/122/11/1520-0493_1994_122_2573_agmfta_2_0_co_2.pdf,remote_id_broadcast_capacity,openalex,academic_paper,medium,medium,direct remote identification,2,high,,auto topic gate,medium,verify parameters from practical sources,metadata only,open,medium,2026-05-28T09:33:16+00:00,,,,,,,,
a1f56fd08608,Uncertainty Assessment for Towing Tank Tests With Example for Surface Combatant DTMB Model 5415,Joe Longo; Fred Stern,2005,Journal of Ship Research,10.5957/jsr.2005.49.1.55,https://openalex.org/W1528476916,,dtmb_uav_control,openalex,academic_paper,medium,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-05-21T06:26:12.895304,discovery-20260529T095620Z,candidate,,,
fec673da416c,Verification and validation of numerical modelling of DTMB 5415 roll decay,Simone Mancini; Ermina Begović; Sandy Day; Atilla İncecik,2018,Ocean Engineering,10.1016/j.oceaneng.2018.05.031,https://openalex.org/W2805188031,https://strathprints.strath.ac.uk/64838/1/Mancini_etal_OE_2018_Verification_and_validation_of_numerical_modelling_of_DTMB_5415_roll_decay.pdf,dtmb_uav_control,openalex,academic_paper,medium,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,open,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-04-14T08:04:32.555800,discovery-20260529T095620Z,candidate,,,
1649f4ba9da3,"Towing tank PIV measurement system, data and uncertainty assessment for DTMB Model 5512",L. Gui; Joseph Longo; Frederick Stern,2001,Experiments in Fluids,10.1007/s003480100293,https://openalex.org/W2067447215,,dtmb_uav_control,openalex,academic_paper,medium,medium,DTMB,1,medium,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
cb8ec93b2000,Key Technologies and Measurements for DTMB-A System,Jian Song; Chao Zhang; Kewu Peng; Jintao Wang; Changyong Pan; Fang Yang; Jun Wang; Hui Yang; Yonglin Xue; Yu Zhang; Zhixing Yang,2018,IEEE Transactions on Broadcasting,10.1109/tbc.2018.2835779,https://openalex.org/W2807545310,,dtmb_uav_control,openalex,academic_paper,top,medium,DTMB,1,medium,,auto topic gate,medium,verify parameters from practical sources,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
c4b5d0e0098b,Numerical simulations of free roll decay of DTMB 5415,Metin Kemal Gökçe; Ömer Kemal Kınacı,2018,Ocean Engineering,10.1016/j.oceaneng.2017.12.067,https://openalex.org/W2781713412,,dtmb_uav_control,openalex,academic_paper,medium,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-04-21T08:09:41.155169,discovery-20260529T095620Z,candidate,,,
298980f7672b,Reconstruction of reference signal for DTMB-based passive radar systems,Wan Xianrong; Wang Junfang; Sheng Hong; Hui Tang,2011,,10.1109/cie-radar.2011.6159501,https://openalex.org/W2546624326,,dtmb_uav_control,openalex,academic_paper,unknown,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-04-16T08:26:57.006410,discovery-20260529T095620Z,candidate,,,
af095c62c0ed,Field trial of advanced DTMB system DTMB-A in Hong Kong,Changyong Pan; Jintao Wang; Haidong Fang; Jian Song,2013,,10.1109/bmsb.2013.6621768,https://openalex.org/W2087898699,,dtmb_uav_control,openalex,academic_paper,unknown,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
70b4e956f147,Cochannel Interference in DTMB-Based Passive Radar,Min Lü; Jianxin Yi; Xianrong Wan; Weijie Zhan,2018,IEEE Transactions on Aerospace and Electronic Systems,10.1109/taes.2018.2882959,https://openalex.org/W2901351940,,dtmb_uav_control,openalex,academic_paper,top,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
d75dbbabbaa1,THE DTMB PLANAR-MOTION-MECHANISM SYSTEM,Morton Gertler,1967,,10.21236/ad0659053,https://openalex.org/W287937163,,dtmb_uav_control,openalex,academic_paper,unknown,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-04-04T16:13:02.066488,discovery-20260529T095620Z,candidate,,,
54ca91be6099,Robust Timing and Frequency Synchronization Scheme for DTMB System,Jianming Wu; Yun Chen; Xiaoyang Zeng; Hao Min,2007,IEEE Transactions on Consumer Electronics,10.1109/tce.2007.4429223,https://openalex.org/W2121320095,,dtmb_uav_control,openalex,academic_paper,top,medium,DTMB,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:12+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-03-24T08:02:53.985720,discovery-20260529T095620Z,candidate,,,
18e7bf501f05,"Automation Architecture for Single Operator, Multiple UAV Command and Control,",Mary L. Cummings; Sylvain Bruni; S. Mercier; Paul Mitchell,2007,DSpace@MIT (Massachusetts Institute of Technology),,https://openalex.org/W1553059490,http://hdl.handle.net/1721.1/90285,dtmb_uav_control,openalex,academic_paper,medium,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,open,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T04:12:42.849631,discovery-20260529T095620Z,candidate,,,
e9a6e7b6a5e9,"UAV Command and Control, Navigation and Surveillance: A Review of Potential 5G and Satellite Systems",Nozhan Hosseini; Hosseinali Jamal; Jamal Haque; Thomas Magesacher; David W. Matolak,2019,,10.1109/aero.2019.8741719,https://openalex.org/W2904615053,https://arxiv.org/pdf/1812.02792,dtmb_uav_control,openalex,academic_paper,unknown,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,open,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-05-24T08:33:08.758527,discovery-20260529T095620Z,candidate,,,
5483fb7851fe,Using LTE Networks for UAV Command and Control Link: A Rural-Area Coverage Analysis,Huan Cong Nguyen; Rafhael Amorim; Jeroen Wigard; István Z. Kovács; Preben Mogensen,2017,,10.1109/vtcfall.2017.8287894,https://openalex.org/W2707416895,,dtmb_uav_control,openalex,academic_paper,unknown,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-04-04T16:13:02.066488,discovery-20260529T095620Z,candidate,,,
addf452a5a75,VR-Based Immersive Service Management in B5G Mobile Systems: A UAV Command and Control Use Case,Tarik Taleb; Nassim Sehad; Zinelaabidine Nadir; JaeSeung Song,2022,IEEE Internet of Things Journal,10.1109/jiot.2022.3222282,https://openalex.org/W4313011873,https://ieeexplore.ieee.org/ielx7/6488907/10061500/09951155.pdf,dtmb_uav_control,openalex,academic_paper,strong,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,open,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-05-23T08:51:43.019350,discovery-20260529T095620Z,candidate,,,
7415297e5891,Consideration about UAV command and control. Ground Control Station,Vasile PRISACARIU; Cătălin Cioacă; Doru Luculescu; Andrei Luchian; Sebastian Pop,2019,Journal of Physics Conference Series,10.1088/1742-6596/1297/1/012007,https://openalex.org/W2977260341,,dtmb_uav_control,openalex,academic_paper,medium,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,open,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-05-21T06:26:12.895304,discovery-20260529T095620Z,candidate,,,
f3a1ce49b949,Cooperative Path Following Control of USV-UAVs Considering Low Design Complexity and Command Transmission Requirements,Jiqiang Li; Guoqing Zhang; Wenjun Zhang; Qihe Shan; Weidong Zhang,2023,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2023.3317336,https://openalex.org/W4386869627,,dtmb_uav_control,openalex,academic_paper,top,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-05-09T13:55:54.758798,discovery-20260529T095620Z,candidate,,,
ec58231d10ef,Towards enabling reliable immersive teleoperation through Digital Twin: A UAV command and control use case,Nassim Sehad; Xinyi Tu; Akash Rajasekaran; Hamed Hellaoui; Riku Jäntti; Mérouane Debbah,2023,,10.1109/globecom54140.2023.10437527,https://openalex.org/W4392175325,,dtmb_uav_control,openalex,academic_paper,unknown,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
58544a9ad557,Antisaturation Command Filtered Backstepping Control-Based Disturbance Rejection for a Quadarotor UAV,Kang Liu; Rujing Wang,2021,IEEE Transactions on Circuits & Systems II Express Briefs,10.1109/tcsii.2021.3069967,https://openalex.org/W3151277277,,dtmb_uav_control,openalex,academic_paper,top,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
558c9457dbb3,Command filter-based adaptive fuzzy integral backstepping control for quadrotor UAV with input saturation,Wenqian Liu; Xianghong Cheng; Jingjing Zhang,2022,Journal of the Franklin Institute,10.1016/j.jfranklin.2022.10.042,https://openalex.org/W4307995266,,dtmb_uav_control,openalex,academic_paper,medium,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-05-15T08:27:34.491423,discovery-20260529T095620Z,candidate,,,
5dd1645f575a,"Applying DDDAS Principles to Command, Control and Mission Planning for UAV Swarms",Gregory R. Madey; M. Brian Blake; Christian Poellabauer; Hongsheng Lu; R. Ryan McCune; Yi Wei,2012,Procedia Computer Science,10.1016/j.procs.2012.04.127,https://openalex.org/W2099125918,,dtmb_uav_control,openalex,academic_paper,top,medium,UAV command and control,1,medium,,auto topic gate,,needs practical validation,metadata only,open,medium,2026-05-29T09:58:56+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
628b3affdf1a,Broadcast Control Channel Jamming: Resilience and Identification of Traitors,Agnes Chan; Xin Liu; Guevara Noubir; Bishal Thapa,2007,,10.1109/isit.2007.4557594,https://openalex.org/W2061022265,,dtmb_uav_control,openalex,academic_paper,unknown,medium,broadcast control channel,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:59:14+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2025-11-06T03:46:38.306776,discovery-20260529T095620Z,candidate,,,
ec3dd5e18b1c,Decentralized dynamic control of a multiaccess broadcast channel,Bruce Hajek; T. van Loon,1982,IEEE Transactions on Automatic Control,10.1109/tac.1982.1102978,https://openalex.org/W2050140857,,dtmb_uav_control,openalex,academic_paper,top,medium,broadcast control channel,1,medium,,auto topic gate,,needs practical validation,metadata only,needs_user_pdf,medium,2026-05-29T09:59:14+00:00,2026-05-29T09:59:15+00:00,2026-05-29T09:59:15+00:00,2026-04-23T09:07:50.710637,discovery-20260529T095620Z,candidate,,,
